اختر اورینوی 	/poets/akhtar-orenvi?lang=ur
اختر پیامی 	/poets/akhtar-payami?lang=ur
اختر راہی 	/poets/akhtar-rahi?lang=ur
اختر رضا عدیل 	/poets/akhtar-raza-adeel?lang=ur
اختر رضا سلیمی 	/poets/akhtar-razaa-saleemi?lang=ur
اختر سعید 	/poets/akhtar-saeed?lang=ur
اختر سعید خان 	/poets/akhtar-saeed-khan?lang=ur
اختر سعیدی 	/poets/akhtar-saeedi?lang=ur
اختر شاہجہانپوری 	/poets/akhtar-shahjahanpuri?lang=ur
اختر شیخ 	/poets/akhtar-sheikh?lang=ur
اختر شیرانی 	/poets/akhtar-shirani?lang=ur
اختر شمار 	/poets/akhtar-shumar?lang=ur
اختر صدیقی 	/poets/akhtar-siddiqui?lang=ur
اختر عثمان 	/poets/akhtar-usman?lang=ur
اختر یوسف 	/poets/akhtar-yusuf?lang=ur
اختر ضیائی 	/poets/akhtar-ziai?lang=ur
اختر الایمان 	/poets/akhtar-ul-iman?lang=ur
اکمل امام 	/poets/akmal-imaam?lang=ur
اکرم محمود 	/poets/akram-mahmud?lang=ur
اکرم نقاش  	/poets/akram-naqqash?lang=ur
عکس سمستی پوری 	/poets/aks-samastipuri?lang=ur
عالم خورشید 	/poets/alam-khursheed?lang=ur
عالم مظفر نگری 	/poets/alam-muzaffar-nagari?lang=ur
عالم راحت 	/poets/alam-rahat?lang=ur
عالم تاب تشنہ 	/poets/alamtaab-tishna?lang=ur
علیم افسر 	/poets/aleem-afsar?lang=ur
علیم اختر 	/poets/aleem-akhtar?lang=ur
علیم درانی 	/poets/aleem-durrani?lang=ur
علیم مسرور 	/poets/aleem-masroor?lang=ur
علیم صبا نویدی 	/poets/aleem-saba-navedi?lang=ur
علیم عثمانی 	/poets/aleem-usmani?lang=ur
علینا عترت 	/poets/aleena-itrat?lang=ur
علی عباس امید 	/poets/ali-abbas-ummeed?lang=ur
علی احمد جلیلی 	/poets/ali-ahmad-jalili?lang=ur
علی اکبر عباس 	/poets/ali-akbar-abbas?lang=ur
علی اکبر منصور 	/poets/ali-akbar-mansoor?lang=ur
علی اکبر ناطق 	/poets/ali-akbar-natiq?lang=ur
علی ارمان 	/poets/ali-arman?lang=ur
علی اصغر 	/poets/ali-asghar?lang=ur
علی اصغر عباس 	/poets/ali-asghar-abbas?lang=ur
علی افتخار جعفری  	/poets/ali-iftikhar-jafri?lang=ur
علی عمران 	/poets/ali-imran?lang=ur
علی جواد زیدی 	/poets/ali-jawwad-zaidi?lang=ur
علی خان جوہر 	/poets/ali-khan-jauhar?lang=ur
علی منظور حیدرآبادی 	/poets/ali-manzoor-hyderabadi?lang=ur
علی محمد فرشی 	/poets/ali-mohammad-farshi?lang=ur
علی مطہر اشعر 	/poets/ali-muthar-ashar?lang=ur
علی مزمل 	/poets/ali-muzammil?lang=ur
علی ساحل 	/poets/ali-sahil?lang=ur
علی سردار جعفری 	/poets/ali-sardar-jafri?lang=ur
علی سرمد 	/poets/ali-sarmad?lang=ur
علی وجدان 	/poets/ali-wijdan?lang=ur
علی یاسر 	/poets/ali-yasir?lang=ur
علی ظہیر لکھنوی 	/poets/ali-zaheer-lakhnavi?lang=ur
علی زریون 	/poets/ali-zaryoun?lang=ur
علی زبیر 	/poets/ali-zubair?lang=ur
علیم اللہ 	/poets/alimullah?lang=ur
علیم اللہ حالی 	/poets/alimullah-hali?lang=ur
علی الدین نوید 	/poets/aliuddeen-naved?lang=ur
الکا مشرا 	/poets/alka-mishra?lang=ur
آل عمران 	/poets/all-imran?lang=ur
علامہ اقبال 	/poets/allama-iqbal?lang=ur
الماس شبی 	/poets/almas-shabi?lang=ur
آلوک مشرا 	/poets/alok-mishra?lang=ur
آلوک یادو 	/poets/alok-yadav?lang=ur
علقمہ شبلی 	/poets/alqama-shibli?lang=ur
الطاف احمد قریشی 	/poets/altaf-ahmad-qureshi?lang=ur
الطاف گوہر 	/poets/altaf-gauhar?lang=ur
الطاف حسین حالی 	/poets/altaf-hussain-hali?lang=ur
الطاف مشہدی 	/poets/altaf-mashhadi?lang=ur
الطاف پرواز 	/poets/altaf-parwaz?lang=ur
امانت لکھنوی 	/poets/amanat-lakhnavi?lang=ur
امان اللہ خالد 	/poets/amanullah-khalid?lang=ur
امر سنگھ فگار 	/poets/amar-singh-figar?lang=ur
عنبر بہرائچی 	/poets/ambar-bahraichi?lang=ur
عنبر کھربندہ 	/poets/ambar-kharbanda?lang=ur
عنبر شمیم 	/poets/ambar-shameem?lang=ur
عنبرین حسیب عنبر 	/poets/ambareen-haseeb-ambar?lang=ur
عنبرین صلاح الدین 	/poets/ambarin-salahuddin?lang=ur
امبر جوشی 	/poets/amber-joshi?lang=ur
عنبر وسیم الہآبادی 	/poets/amber-waseem-allahabadi?lang=ur
امین اڈیرائی 	/poets/ameen-adirai?lang=ur
امین حزیں 	/poets/ameen-hazin?lang=ur
امین راحت چغتائی 	/poets/ameen-rahat-chugtai?lang=ur
امین سلونی 	/poets/ameen-saloni?lang=ur
عمیق حنفی 	/poets/ameeq-hanafi?lang=ur
امیر احمد خسرو 	/poets/ameer-ahmad-khusro?lang=ur
امیراورنگ آبادی 	/poets/ameer-aurangabadi?lang=ur
امیر امام 	/poets/ameer-imam?lang=ur
امیر خسرو 	/poets/ameer-khusrau?lang=ur
امیر مینائی 	/poets/ameer-minai?lang=ur
امیر قزلباش 	/poets/ameer-qazalbash?lang=ur
'امیتا پرسو رام 'میتا 	/poets/ameeta-parsuram-meeta?lang=ur
عامر امیر 	/poets/amir-ameer?lang=ur
امیر حمزہ ثاقب 	/poets/amir-hamza-saqib?lang=ur
عامر موسوی 	/poets/amir-mausavi?lang=ur
عامر نظر 	/poets/amir-nazar?lang=ur
عامر ریاض 	/poets/amir-riyaz?lang=ur
عامر عثمانی 	/poets/amir-usmani?lang=ur
امیر اللہ تسلیم 	/poets/amirullah-tasleem?lang=ur
امت احد 	/poets/amit-ahad?lang=ur
امت برج شا 	/poets/amit-brij-sha?lang=ur
امت ستپال تنور  new	/poets/amit-satpal-tanwar?lang=ur
امت شرما میت 	/poets/amit-sharma-meet?lang=ur
امیتابھ بچن 	/poets/amitabh-bachchan?lang=ur
امجد حیدر آبادی 	/poets/amjad-hyderabadi-1?lang=ur
امجد اسلام امجد 	/poets/amjad-islam-amjad?lang=ur
امجد نجمی 	/poets/amjad-najmi?lang=ur
امجد شہزاد 	/poets/amjad-shahzad?lang=ur
عمار اقبال 	/poets/ammar-iqbal?lang=ur
امرت لال عشرت 	/poets/amrit-lal-ishrat?lang=ur
آنند نرائن ملا 	/poets/anand-narayan-mulla?lang=ur
عندلیب شادانی 	/poets/andaleeb-shadani?lang=ur
انیس احمد انیس 	/poets/anees-ahmad-anees?lang=ur
انیس انصاری 	/poets/anees-ansari?lang=ur
انیس اشفاق 	/poets/anees-ashfaq?lang=ur
انیس کیفی 	/poets/anees-kaifi?lang=ur
انیس ناگی 	/poets/anees-nagi?lang=ur
انیس ابر 	/poets/anis-abr?lang=ur
انیس دہلوی 	/poets/anis-dehlavi?lang=ur
انیسہ بیگم 	/poets/anisa-begum?lang=ur
انجنا سندھیر 	/poets/anjaana-sandhir?lang=ur
انجم عباسی 	/poets/anjum-abbasi?lang=ur
انجم انصاری 	/poets/anjum-ansari?lang=ur
انجم عظیم آبادی 	/poets/anjum-azimabadi?lang=ur
انجم اعظمی 	/poets/anjum-azmi?lang=ur
انجم بارہ بنکوی 	/poets/anjum-barabankvi?lang=ur
انجم فوقی بدایونی 	/poets/anjum-fauqi-badayuni?lang=ur
انجم عرفانی 	/poets/anjum-irfani?lang=ur
انجم خلیق 	/poets/anjum-khaleeq?lang=ur
انجم خیالی 	/poets/anjum-khayali?lang=ur
انجم لدھیانوی 	/poets/anjum-ludhianvi?lang=ur
انجم مانپوری 	/poets/anjum-manpuri?lang=ur
انجم نیازی 	/poets/anjum-niyazi?lang=ur
انجم رہبر 	/poets/anjum-rehbar?lang=ur
انجم رضوانی 	/poets/anjum-rizwani?lang=ur
انجم رومانی 	/poets/anjum-rumani?lang=ur
انجم سلیمی 	/poets/anjum-saleemi?lang=ur
انجم صدیقی 	/poets/anjum-siddiqui?lang=ur
انجم ترازی 	/poets/anjum-tarazi?lang=ur
